NID,NPSN1F_1    Closed
NID,SPSN4D_1    Closed
NID,SPSN3F_1    Closed
NID,SPSN3E_1    Closed
NID,SPSN3D_1    Closed
NID,SPSN4A_1    Closed
NID,NPSN2E_1    Closed
NID,SPSN4F_1    Closed
NID,SPSN4G_1    Closed
NID,SPSN3G_1    Closed
NID,SPSN4H_1    Closed
NID,SPSN3H_1    Closed
NID,NPSN1G_1    Closed
NID,NPSN2G_1    Closed
NID,NPSN2C_1    Closed
NID,NPSN1D_1    Closed
NID,NPSN2H_1    Closed
NID,NPSN1H_1    Closed
NID,NPSN2D_1    Closed
NID,NPSN1E_1    Closed
EMT,ETE4_1    On-hook
EMT,ETE3_1    On-hook
EMT,ETE2_1    On-hook
EMT,ETE1_1    On-hook
EMT,ETE6_1    On-hook
EMT,ETE5_1    On-hook
EMT,NPSN2F_1    On-hook
EMT,NPSN2H_1    On-hook
EMT,NPSN1H_1    On-hook
EMT,NPSN2G_1    On-hook
EMT,NPSN1G_1    On-hook
EMT,NPSN1F_1    On-hook
EMT,NPSN2E_1    On-hook
EMT,NPSN2D_1    On-hook
EMT,NPSN1D_1    On-hook
EMT,NPSN2C_1    On-hook
EMT,NPSN2B_1    On-hook
EMT,NPSN1B_1    On-hook
EMT,NPSN2A_1    On-hook
EMT,NPSN1A_1    On-hook
EMT,ETW2_1    On-hook
EMT,ETW1_1    On-hook
EMT,NPSN1E_1    On-hook
EMT,SPSN3D_1    On-hook
EMT,SPSN4H_1    On-hook
EMT,SPSN3G_1    On-hook
EMT,SPSN4G_1    On-hook
EMT,SPSN3F_1    On-hook
EMT,SPSN4F_1    On-hook
EMT,SPSN3H_1    On-hook
EMT,SPSN4E_1    On-hook
EMT,SPSN3C_1    On-hook
EMT,SPSN4D_1    On-hook
EMT,SPSN4C_1    On-hook
EMT,SPSN4B_1    On-hook
EMT,SPSN3A_1    On-hook
EMT,SPSN4A_1    On-hook
EMT,NPSN1C_1    On-hook
EMT,SPSN3E_1    On-hook
EMT,SPSN3B_1    On-hook
BGL,SPSN4G_1    Normal
BGL,NPSN1G_1    Normal
BGL,NPSN2G_1    Normal
BGL,NPSN1H_1    Normal
BGL,NPSN2H_1    Normal
BGL,SPSN3H_1    Normal
BGL,SPSN3G_1    Normal
BGL,NPSN2F_1    Normal
BGL,NPSN1B_1    Normal
BGL,SPSN4H_1    Normal
BGL,NPSN1F_1    Normal
BGL,NPSN2E_1    Normal
BGL,NPSN1E_1    Normal
BGL,NPSN2D_1    Normal
BGL,SPSN3F_1    Normal
BGL,NPSN1C_1    Normal
BGL,NPSN2C_1    Normal
BGL,NPSN2A_1    Normal
BGL,NPSN1A_1    Normal
BGL,NPSN1D_1    Normal
BGL,SPSN4B_1    Normal
BGL,SPSN3C_1    Normal
BGL,NPSN2B_1    Normal
BGL,SPSN3A_1    Normal
BGL,SPSN4F_1    Normal
BGL,SPSN4D_1    Normal
BGL,SPSN3D_1    Normal
BGL,SPSN4E_1    Normal
BGL,SPSN3B_1    Normal
BGL,SPSN4C_1    Normal
BGL,SPSN3E_1    Normal
BGL,SPSN4A_1    Normal
FEX,NPSN1D_1    Normal
FEX,NPSN2H_1    Normal
FEX,NPSN1G_1    Normal
FEX,NPSN1H_1    Normal
FEX,SPSN3H_1    Normal
FEX,NPSN2D_1    Normal
FEX,NPSN2C_1    Normal
FEX,NPSN1E_1    Normal
FEX,NPSN2G_1    Normal
FEX,SPSN3D_1    Normal
FEX,SPSN4D_1    Normal
FEX,SPSN3C_1    Normal
FEX,SPSN4C_1    Normal
FEX,SPSN3B_1    Normal
FEX,SPSN4B_1    Normal
FEX,SPSN3A_1    Normal
FEX,SPSN4A_1    Normal
FEX,NPSN2E_1    Normal
FEX,NPSN1F_1    Normal
FEX,NPSN1C_1    Normal
FEX,SPSN3E_1    Normal
FEX,SPSN4E_1    Normal
FEX,SPSN4F_1    Normal
FEX,NPSN2F_1    Normal
FEX,NPSN1A_1    Normal
FEX,NPSN2A_1    Normal
FEX,NPSN2B_1    Normal
FEX,SPSN4G_1    Normal
FEX,SPSN3G_1    Normal
FEX,NPSN1B_1    Normal
FEX,SPSN3F_1    Normal
FEX,SPSN4H_1    Normal
SC,DE1_1    DayTime
SC,DW1_1    DayTime
MCP,ADB_1    TCSS-Mode
OHD,OHW1_1    Normal
OHD,OHW2_1    Normal, SupplyFault
OHD,OHE1_1    Normal
OHD,OHE2_1    Normal
ADI,LDE1_1    Normal
ADI,LDE1_2    Normal
ADI,LDE2_1    Normal
ADI,LDE2_2    Normal
ADI,LDE2_3    Normal
ADI,LDE3_1    Normal
ADI,LDE3_2    Normal
ADI,LDE4_1    Normal
ADI,LDE4_2    Normal
ADI,LDE4_3    Normal
ADI,LDE5_1    Normal
ADI,LDE5_2    Normal
ADI,LDE5_3    Normal
ADI,LDN1_1    Normal
ADI,LDN1_2    Normal
ADI,LDN2_1    Normal
ADI,LDN2_2    Normal
ADI,LDN3_1    Normal
ADI,LDN3_2    Normal
ADI,LDN4_1    Normal
ADI,LDN4_2    Normal
ADI,LDN5_1    Normal
ADI,LDN5_2    Normal
ADI,LDN6_1    Normal
ADI,LDN6_2    Normal
ADI,LDS1_1    Normal
ADI,LDS1_2    Normal
ADI,LDS2_1    Normal
ADI,LDS2_2    Normal
ADI,LDS3_1    Normal
ADI,LDS3_2    Normal
ADI,LDS4_1    Normal
ADI,LDS4_2    Normal
ADI,LDS5_1    Normal
ADI,LDS5_2    HiOcc-Alarm
ADI,LDS6_1    Normal
ADI,LDS6_2    HiOcc-Alarm
